AMC Name,AMC Launch Date,Mutual Fund Name,AUM,Type,Scheme Launch Date,Expense Ratio,Investment Type,NAV,Minimum Investment,Minimum SIP Amount,Total Return,1m_return,1y_return,2y_return,3y_return,4y_return,5y_return,10y_return,Exit Load Per,Exit Load Days
UTI,2002-11-14,UTI Gilt Fund Direct Growth,534.5759,Debt,2013-01-01,0.67,Gilt,55.7833,500,500,133.608539,0.4797823979,7.7587936596,9.672402824357,11.868996402848,24.808165855533,43.027906809999,125.55313710208,0.0,0
BOI_AXA,2008-03-31,Bank of India Arbitrage Fund Direct   Growth,13.5689,Hybrid,2018-06-18,0.26,Arbitrage,12.5603,5000,1000,25.487,0.6335356905,5.667924147,8.254973343225,11.837262154092,17.088259169753,24.731129356102,0.0,0.5,30
LIC,1994-04-20,LIC MF Medium to Long Duration Bond Fund Direct Growth,161.8296,Debt,2013-01-02,0.21,Medium to Long Duration,65.9711,5000,1000,104.895842,0.5702655713,9.0008342044,9.784536294741,11.867389255578,24.651353955155,39.705232908262,101.96601326356,0.25,15
Sundaram,1996-02-26,Principal Retirement Savings Fund Conservative Plan Direct Growth,1.25886805,Solution Oriented,2015-12-14,1.79025364,Retirement,13.5059,5000,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
INDIABULLS,2008-04-10,Groww Arbitrage Fund Direct Growth,4.40443115,Hybrid,2014-12-19,0.44,Arbitrage,16.1884,500,500,61.636,0.3501539684,5.2201253767,8.031011896805,11.272812385981,17.011372767614,24.397583407088,0.0,0.25,30
Invesco,2006-07-24,Invesco India Banking & PSU Debt Fund Direct Growth,119.7508,Debt,2013-01-01,0.28,Banking and PSU,2081.5371,1000,1000,107.361969,0.5176398978,6.688163144,7.783827433632,11.778973351356,25.118439624224,36.926956161118,99.817434492371,0.0,0
JM_FINANCIAL,1994-09-15,JM Short Term Plan Direct   Growth,29.86851426,Debt,2013-01-01,0.77,Short Duration,26.9629,5000,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
WHITEOAK_CAPITAL,2018-07-03,WhiteOak Capital Overnight Fund Direct   Growth,14.232,Debt,2019-08-23,0.22,Overnight,1131.3343,500,500,13.13343,0.4734533614,4.5094366952,7.711799649368,11.293361212394,0.0,0.0,0.0,0.0,0
RELIANCE,1995-06-30,Nippon India Nivesh Lakshya Fund Direct   Growth,6236.5649,Debt,2018-07-06,0.3,Long Duration,15.4364,5000,100,55.04,0.2457002457,11.3337211056,12.926369152105,11.440955126039,26.181116781014,54.759884608857,0.0,1.0,360
Taurus,1993-08-20,Taurus Dynamic Income Fund Direct Growth,3.0925,Debt,2013-01-01,0.25188964,Dynamic,15.5295,5000,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90
HSBC,2002-05-27,HSBC Medium to Long Duration Fund Direct Growth,43.46896212,Debt,2013-01-07,0.68,Medium to Long Duration,40.1347,5000,1000,100.793271,0.3841146158,6.9689189405,8.055383277085,11.000115837144,22.198134518691,39.335419811386,97.01391710438,0.0,0
Sundaram,1996-02-26,Principal Dynamic Bond Fund Direct Growth,28.0299,Debt,2013-01-01,1.13100678,Dynamic Bond,33.645,200000,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,365
Invesco,2006-07-24,Invesco India Gilt Fund Direct  Growth,22.5037,Debt,2013-01-01,0.48,Gilt,2648.2256,1000,100,112.8811,0.4408449952,7.0397879577,9.789396807416,10.764395780103,21.065435880054,39.447632360418,107.70355946853,0.0,0
FRANKLIN_TEMPLETON,1996-02-19,Franklin India Government Securities Fund Direct Plan Growth,127.19770321,Debt,2013-01-01,0.57,Gilt,55.7223,10000,500,108.527898,0.453444291,6.0368359594,8.823180375899,10.96334706719,20.858450329923,37.955237684197,105.55396317936,0.0,0
JM_FINANCIAL,1994-09-15,JM Medium to Long Duration Fund Direct Growth,19.86395882,Debt,2013-01-01,0.47,Medium to Long Duration,59.0686,1000,100,72.948386,0.2889884726,6.9976121926,8.025289079268,10.569245299218,18.408449465512,18.05943348659,68.672036719085,0.0,0
Sundaram,1996-02-26,Sundaram Medium Term Bond Fund Direct Growth,45.34047472,Debt,2013-01-02,1.26,Medium Duration,67.3332,5000,250,102.365976,0.3216304269,6.1865032336,7.195413950399,10.746265226762,19.962944655246,30.66771509583,95.029123968375,1.0,360
IDFC,1999-12-20,Bandhan Government Securities Fund Constant Maturity Direct Growth,304.0475,Debt,2013-01-01,0.29,Gilt 10 year,39.1722,1000,100,149.666588,0.3618318504,8.5158702091,7.880692290155,10.629200443916,26.490887366627,51.723685023796,140.23953121368,0.0,0
IDFC,1999-12-20,Bandhan Bond Fund Income Plan Direct Growth,496.996,Debt,2013-01-01,1.32,Medium to Long Duration,61.5905,1000,100,123.463926,0.2762691316,6.7788720281,7.447128988724,10.34844127788,24.582465151588,42.276546489213,112.33525351172,1.0,365
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Long Term Bond Fund Direct Plan Growth,656.17640269,Debt,2013-01-01,0.76,Long Duration,82.8,5000,1000,128.280428,0.4550750711,8.8921580433,8.979593440664,10.484401082024,23.741221194661,44.116403949419,124.66623460791,0.0,0
Baroda,1994-11-24,Baroda Dynamic Bond Direct Growth,18.3239,Debt,2013-01-02,1.15,Dynamic Bond,19.9314,5000,500,89.081627,-0.4362142796,4.2913445585,10.472420427013,9.821536833518,18.353746183727,25.327379080445,0.0,0.25,30
UNION_KBC,2009-12-30,Union Dynamic Bond Fund Direct Growth,94.886,Debt,2013-01-01,1.26,Dynamic Bond,21.2295,1000,1000,96.567415,0.4177609709,6.6893435396,7.066944176319,9.666472705551,22.903838274248,36.490591673502,90.894015990821,1.0,15
Axis,2009-09-04,Axis Gold Direct Plan Growth,315.9201,Other,2013-01-01,0.17,FoF Overseas/Domestic,19.4289,500,500,70.876993,1.5214766079,17.2074156426,23.280891490262,15.15693637523,68.472561739325,93.23802163833,94.06286379511,1.0,15
HSBC,2002-05-27,HSBC Brazil Direct Plan  Growth,37.96824452,Other,2013-01-02,1.69,FoF Overseas/Domestic,8.0832,5000,1000,13.217532,4.3809090449,31.5775217883,-3.032936065286,12.982091308333,-13.837967551777,6.465378318099,0.0,1.0,365
Invesco,2006-07-24,Invesco India Gold Fund Direct Growth,61.1263,Other,2013-01-01,0.16,FoF Overseas/Domestic,18.0547,1000,500,72.242424,2.1255043546,14.6892655367,22.791726202626,14.683434904455,64.990857560797,90.368041856981,92.858135185679,0.0,0
DSP,1996-12-16,DSP 10Y G Sec Fund Direct Growth,50.1188,Debt,2014-09-26,0.31,Gilt 10 year,18.9661,100,100,90.614,0.3585474878,8.7197563396,6.443668853832,8.708595674787,21.60460353814,40.546957374486,0.0,0.0,0
SBI,1987-06-29,SBI Gold Direct Plan Growth,1341.1414,Other,2013-01-01,0.1,FoF Overseas/Domestic,18.6346,5000,500,74.582011,1.95998522,16.4743418643,23.389074840041,14.146753941989,67.79100233392,94.82815906967,97.983645476127,1.0,15
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Regular Gold Savings (FOF) Direct Growth,681.5359787,Other,2013-01-01,0.09,FoF Overseas/Domestic,19.5366,100,100,74.702651,1.9573867616,16.9758762923,22.892696348174,13.702370896636,64.079915175701,90.484036675906,96.571279968793,1.0,15
HSBC,2002-05-27,HSBC Global Emerging Markets Direct Plan  Growth,19.23679863,Other,2013-01-02,1.71,FoF Overseas/Domestic,18.5648,5000,1000,58.357726,3.5077114193,1.636380468,-10.35446685879,10.207552183283,28.933806767156,25.45758861053,0.0,1.0,365
KOTAK_MAHINDRA,1994-08-05,Kotak Gold Fund Direct Growth,1476.1403,Other,2013-01-01,0.15,FoF Overseas/Domestic,24.7351,100,100,73.765272,1.6742277834,16.6110975449,21.381471216498,13.379265631135,67.483441921951,93.188784639561,97.077030523325,1.0,15
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Gold Direct Fund  Growth,266.9139,Other,2013-01-01,0.15,FoF Overseas/Domestic,18.3848,100,100,74.332104,2.05124534,16.5085532148,22.501024576618,13.892917721674,65.392235609103,90.216264485204,95.003945914663,0.25,28
HDFC,1999-12-10,HDFC Gold Direct Plan Growth,1511.6565,Other,2013-01-01,0.18,FoF Overseas/Domestic,19.0813,100,100,72.951368,1.3851267182,16.6255068752,22.444798688868,13.330528611129,64.963214048524,90.836343317834,95.748513412549,1.0,15
Quantum,2005-09-19,Quantum Gold Savings Fund Direct Growth,88.2794,Other,2011-05-19,0.06,FoF Overseas/Domestic,23.2977,500,500,134.324,1.7852954208,16.7184698147,22.449363516648,13.073816176151,64.413665354579,89.24873604807,91.770193960225,0.0,0
RELIANCE,1995-06-30,Nippon India Gold Savings Fund Direct Growth,1485.921,Other,2012-12-31,0.13,FoF Overseas/Domestic,24.5313,100,100,71.127769,1.6917495186,16.8367128933,22.472827168849,12.847932353237,65.257799803913,89.950291765722,94.239709538655,1.0,15
DSP,1996-12-16,DSP World Agriculture Direct Plan Growth,20.3298,Other,2013-01-02,1.93,FoF Overseas/Domestic,20.1822,100,100,63.089671,4.94270495,-0.4196521473,-17.075534457412,7.76299569345,20.984961955544,23.954036535061,52.122097840989,0.0,0
FRANKLIN_TEMPLETON,1996-02-19,Franklin India Life Stage FoF The 50s Plus Direct Plan Growth,13.88787478,Other,2013-01-01,0.16,FoF Overseas/Domestic,40.4732,5000,2000,88.470977,0.8220570358,5.4821903742,29.048838269664,4.908293502265,11.588025431345,16.30597518887,0.0,1.0,365
LIC,1994-04-20,LIC MF Gold ETF FoF Direct Growth,43.6188,Other,2013-01-01,0.26,FoF Overseas/Domestic,16.6756,5000,500,67.115809,2.1530633412,17.3779846613,23.087723941218,15.314949241725,62.078311795169,89.183539727017,89.635644954866,1.0,365
FRANKLIN_TEMPLETON,1996-02-19,Franklin Asian Equity Direct Fund Growth,292.29457526,Equity,2013-01-01,1.29,Sectoral / Thematic,28.0354,5000,500,113.708231,3.0068989774,4.2211751971,-11.874192860815,4.883307965499,20.28819948059,20.909489691475,103.64929665203,1.0,365
Edelweiss,2008-04-30,Edelweiss Corporate Bond Fund Direct Growth,4.179,Debt,2014-09-22,0.19,Corporate Bond,13.8398,5000,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Edelweiss,2008-04-30,Edelweiss Emerging Markets Opportunities Equity Offshore Fund Direct Growth,137.2975,Other,2014-07-07,1.44,FoF Overseas/Domestic,15.1698,5000,100,52.396,3.2920109259,8.6563758868,-14.335662370222,4.658237932052,16.871683180465,19.28956658552,0.0,1.0,90
Edelweiss,2008-04-30,Edelweiss Greater China Equity Off shore Fund Direct Growth,1716.2097,Other,2013-01-01,1.44,FoF Overseas/Domestic,40.838,5000,500,184.329969,3.6334111438,-2.5598205978,-27.019976414252,-5.932749884846,38.243357590116,37.670217068895,166.76245836327,1.0,90
DHFL_PRAMERICA,2010-05-13,PGIM India Emerging Markets Equity Fund Direct Growth,123.9769,Other,2013-01-01,1.32,FoF Overseas/Domestic,12.88,5000,1000,27.210884,3.7242472266,-3.1804733728,-39.677419354839,-21.804062126643,-8.140350877193,-13.081009296149,15.33039647577,0.5,90
DSP,1996-12-16,DSP World Gold FoF Direct Plan Growth,772.3352,Other,2013-01-02,1.68,FoF Overseas/Domestic,17.6216,100,100,0.696516,5.135193944,31.5841903465,-1.611356122028,-19.061746463476,30.734395693595,60.237031348181,55.266718533301,0.0,0
Baroda,1994-11-24,Baroda Treasury Advantage Direct Fund Growth,27.9224,Debt,2013-01-02,0.64,Low Duration,1644.4708,5000,500,26.069871,0.2077541729,3.9595264065,31.396102757019,-25.248960477623,-19.912415143433,-13.932063141249,0.0,0.0,0
DSP,1996-12-16,DSP Global Innovation FoF Direct   Growth,532.9842,Other,2022-02-14,1.23,FoF Overseas/Domestic,11.1745,100,100,11.68,4.2277181521,28.3102976826,0.0,0.0,0.0,0.0,0.0,0.0,0
LIC,1994-04-20,LIC MF Money Market Fund Direct   Growth,40.2553,Debt,2022-08-01,0.18,Money Market,1061.093,5000,1000,5.96189,0.5393981027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sundaram,1996-02-26,Principal Midcap Fund Direct   Growth,450.483,Equity,2019-12-30,0.71,Mid Cap,18.605,5000,500,86.05,2.0010964912,47.7760127085,85.67864271457,0.0,0.0,0.0,0.0,1.0,365
Sundaram,1996-02-26,Sundaram Equity Fund Direct   Growth,828.43254457,Equity,2019-09-06,0.74,Multi Cap,17.3254,100,100,73.254,3.199866573,39.6410120012,58.980711703279,0.0,0.0,0.0,0.0,1.0,365
SBI,1987-06-29,SBI Fixed Maturity Plan   Series 58 (1842 Days) Direct   Growth,218.5211,Debt,2022-01-05,0.35824209361516035,FMP,10.7316,5000,1,7.526,0.5357493478,7.4067784759,0.0,0.0,0.0,0.0,0.0,0.0,0
Invesco,2006-07-24,Invesco India Focused 20 Equity Fund Direct   Growth,1728.3389,Equity,2020-09-30,0.63,Focused,16.95,1000,500,71.0,5.4254007398,17.1232876712,19.163763066202,0.0,0.0,0.0,0.0,1.0,365
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential ESG Fund Direct   Growth,1266.39580694,Equity,2020-10-09,0.9,Sectoral / Thematic,15.68,5000,100,57.3,5.4289544236,23.275862069,16.778025241276,0.0,0.0,0.0,0.0,1.0,360
RELIANCE,1995-06-30,Nippon India Nifty Smallcap 250 Index Fund Direct   Growth,501.7258,Other,2020-10-16,0.3,Index,22.3873,100,100,122.75,7.30595807,30.0448954095,23.795391643602,0.0,0.0,0.0,0.0,0.0,0
MIRAE_ASSET,2019-04-26,Mirae Asset Equity Allocator FoF Direct   Growth,491.57021546,Other,2020-09-21,0.03,FoF Overseas/Domestic,18.206,5000,1000,83.2,5.3236748304,21.0919426267,26.370973304821,0.0,0.0,0.0,0.0,0.05,5
DSP,1996-12-16,DSP Value Fund Direct   Growth,637.4829,Equity,2020-12-10,0.94,Value,15.286,100,100,51.66,4.809951624,19.8703762251,17.166254635352,0.0,0.0,0.0,0.0,1.0,360
Baroda,1994-11-24,Baroda BNP Paribas Banking & PSU Bond Fund Direct   Growth,35.7098,Debt,2020-12-17,0.39,Banking and PSU,11.0728,5000,500,10.789,0.5198882195,6.4951168871,8.248409821489,0.0,0.0,0.0,0.0,0.0,0
MIRAE_ASSET,2019-04-26,Mirae Asset Nifty 100 ESG Sector Leaders FoF Direct   Growth,119.21177248,Other,2020-11-18,0.07,FoF Overseas/Domestic,13.941,5000,1000,40.31,4.6152699075,13.8510223953,16.827643630308,0.0,0.0,0.0,0.0,0.05,5
RELIANCE,1995-06-30,Nippon India Passive Flexicap FoF Direct   Growth,196.3338,Other,2020-12-30,0.15,FoF Overseas/Domestic,15.4242,5000,100,54.911,5.565474568,20.1810734069,24.826552566055,0.0,0.0,0.0,0.0,0.0,0
MIRAE_ASSET,2019-04-26,Mirae Asset Banking and Financial Services Fund Direct   Growth,1409.54624298,Equity,2020-12-11,0.63,Sectoral / Thematic,15.924,5000,1000,61.92,8.0403015947,31.6529799171,36.296296296296,0.0,0.0,0.0,0.0,1.0,365
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Business Cycle Fund Direct   Growth,6278.53740622,Equity,2021-01-18,0.63,Sectoral / Thematic,16.49,5000,100,66.0,7.7222582738,27.5941583397,42.001710863986,0.0,0.0,0.0,0.0,1.0,30
RELIANCE,1995-06-30,Nippon India Asset Allocator FoF Direct   Growth,152.4644,Other,2021-02-05,0.31,FoF Overseas/Domestic,15.2425,5000,100,52.48,4.4169006369,23.9775591512,29.958237449927,0.0,0.0,0.0,0.0,1.0,360
ITI,2018-05-14,ITI Mid Cap Fund Direct   Growth,486.15430174,Equity,2021-03-05,0.43,Mid Cap,13.822,5000,500,38.504,5.1303654788,25.1357480372,20.050966013989,0.0,0.0,0.0,0.0,1.0,360
IDFC,1999-12-20,Bandhan CRISIL IBX Gilt April 2028 Index Fund Direct   Growth,4705.0664,Other,2021-03-23,0.16,Index,11.2187,1000,100,12.346,0.3510401686,7.6327613792,9.500092593495,0.0,0.0,0.0,0.0,0.0,0
HDFC,1999-12-10,HDFC Asset Allocator FoF Direct   Growth,2586.5229,Other,2021-05-05,0.13,FoF Overseas/Domestic,13.85,100,100,38.9,3.6567164179,20.2597402597,28.136531365313,0.0,0.0,0.0,0.0,1.0,365
MIRAE_ASSET,2019-04-26,Mirae Asset NYSE FANG+ ETF FoF Direct   Growth,1018.88161531,Other,2021-05-10,0.04,FoF Overseas/Domestic,13.92,5000,5000,37.09,4.6648343259,53.9991013255,18.252393685844,0.0,0.0,0.0,0.0,0.5,90
CANARA_ROBECO,1987-12-19,Canara Robeco Focused Equity Fund Direct   Growth,1893.1533,Equity,2021-05-17,0.48,Focused,14.29,5000,1000,43.7,4.0550325851,22.193877551,29.342934293429,0.0,0.0,0.0,0.0,1.0,365
MAHINDRA,2016-02-04,Mahindra Manulife Arbitrage Fund Direct   Growth,21.7011,Hybrid,2020-08-24,0.35,Arbitrage,11.3318,1000,500,13.177,0.5008302771,5.7906937616,9.277962304959,0.0,0.0,0.0,0.0,0.25,30
PPFAS,2012-10-10,Parag Parikh Conservative Hybrid Fund Direct   Growth,1453.75430015,Hybrid,2021-05-26,0.33,Conservative Hybrid,11.8905,5000,1000,18.554,1.2658876589,9.559190463,18.351618731968,0.0,0.0,0.0,0.0,1.0,365
Axis,2009-09-04,Axis Global Innovation FoF Direct   Growth,1010.9502,Other,2021-05-28,0.41,FoF Overseas/Domestic,10.37,5000,1000,3.8,2.8798411122,17.5936435868,-1.797540208137,0.0,0.0,0.0,0.0,1.0,360
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund Direct   Growth,168.5462,Other,2021-06-08,0.39,Index,13.0292,100,100,31.193,5.1327050678,22.7008726069,30.822771556495,0.0,0.0,0.0,0.0,0.0,0
Tata,1995-06-30,Tata Floating Rate Fund Direct   Growth,254.50395303,Debt,2021-07-07,0.3,Floater,11.1664,5000,500,11.498,0.6526743399,7.0983978177,11.308775082359,0.0,0.0,0.0,0.0,0.0,0
DHFL_PRAMERICA,2010-05-13,PGIM India Small Cap Fund Direct   Growth,2189.8234,Equity,2021-07-29,0.37,Small Cap,12.25,5000,1000,22.4,4.2589437819,16.6825548141,0.0,0.0,0.0,0.0,0.0,0.5,90
RELIANCE,1995-06-30,Nippon India Flexi Cap Fund Direct   Growth,4456.1544,Equity,2021-08-16,0.49,Flexi Cap,12.5189,500,100,25.375,6.6821531288,21.4874031008,0.0,0.0,0.0,0.0,0.0,1.0,365
MAHINDRA,2016-02-04,Mahindra Manulife Flexi Cap Fund Direct   Growth,995.1838,Equity,2021-08-23,0.41,Flexi Cap,12.3679,1000,500,24.591,6.2410464561,26.4716331855,0.0,0.0,0.0,0.0,0.0,1.0,90
SBI,1987-06-29,SBI Balanced Advantage Fund Direct   Growth,22654.4439,Hybrid,2021-08-31,0.75,Dynamic Asset Allocation,12.1894,5000,500,22.344,3.9323790511,19.051048012,0.0,0.0,0.0,0.0,0.0,1.0,365
Baroda,1994-11-24,Baroda BNP Paribas Business Cycle Fund Direct   Growth,421.70250096,Equity,2021-09-15,1.21,Sectoral / Thematic,11.4855,5000,500,16.377,7.0074294752,23.1632977035,0.0,0.0,0.0,0.0,0.0,1.0,365
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Nifty Alpha Low Volatility 30 ETF FOF Direct   Growth,237.61066379,Other,2021-09-21,0.09,FoF Overseas/Domestic,10.9092,1000,100,9.99,5.1760903449,24.2670402549,0.0,0.0,0.0,0.0,0.0,0.0,0
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund Direct   Growth,8956.76311538,Other,2021-09-28,0.19,Index,10.7153,1000,500,7.336,0.6300157504,7.2609173578,0.0,0.0,0.0,0.0,0.0,0.0,0
HDFC,1999-12-10,HDFC Developed World Indexes FoF Direct   Growth,1006.7434,Other,2021-10-06,0.21,FoF Overseas/Domestic,11.282,100,100,12.7,4.5163683576,19.474186367,0.0,0.0,0.0,0.0,0.0,1.0,30
Edelweiss,2008-04-30,Edelweiss Nifty 50 Index Fund Direct   Growth,15.5961,Other,2021-10-06,0.25,Index,11.2356,100,100,13.726,5.7935961599,20.5810316493,0.0,0.0,0.0,0.0,0.0,0.0,0
Axis,2009-09-04,Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF FoF Direct   Growth,286.3607,Other,2021-10-20,0.07,FoF Overseas/Domestic,10.6876,5000,1000,7.066,0.6278313502,6.85336181,0.0,0.0,0.0,0.0,0.0,0.0,0
ESCORTS,1996-04-15,Quant Value Fund Direct   Growth,704.84110138,Equity,2021-11-30,0.57,Value,13.1929,5000,1000,29.943,6.2129113469,33.2461726192,0.0,0.0,0.0,0.0,0.0,0.0,0
MOTILAL_OSWAL,2009-12-29,Motilal Oswal MSCI EAFE Top 100 Select Index Fund Direct   Growth,36.7677,Other,2021-12-01,0.44,Index,11.3957,500,500,14.704,2.9677373023,22.537844392,0.0,0.0,0.0,0.0,0.0,1.0,15
PEERLESS,2009-12-04,Navi Nifty Next 50 Index Fund Direct   Growth,123.969403,Other,2022-01-19,0.12,Index,10.4628,10,10,4.949,3.6994219653,13.0477401008,0.0,0.0,0.0,0.0,0.0,0.0,0
Axis,2009-09-04,Axis Nifty Next 50 Index Fund Direct   Growth,89.508301,Other,2022-01-28,0.23,Index,10.9331,500,100,9.098,3.6836403034,13.0350093766,0.0,0.0,0.0,0.0,0.0,0.0,0
BIRLA_SUN_LIFE,1994-12-23,Aditya Birla Sun Life Silver ETF FoF Direct   Growth,91.6774,Other,2022-02-02,0.15,FoF Overseas/Domestic,12.0241,100,100,20.745,6.7727216455,34.8247484842,0.0,0.0,0.0,0.0,0.0,0.5,30
RELIANCE,1995-06-30,Nippon India Silver ETF FoF Direct   Growth,205.3476,Other,2022-02-03,0.21,FoF Overseas/Domestic,11.8217,100,100,19.207,7.4140152641,35.1859832161,0.0,0.0,0.0,0.0,0.0,1.0,15
MIRAE_ASSET,2019-04-26,Mirae Asset Nifty India Manufacturing ETF FoF Direct   Growth,49.30553943,Other,2022-01-31,0.1,FoF Overseas/Domestic,12.18,5000,1000,21.41,5.7947019868,23.3590733591,0.0,0.0,0.0,0.0,0.0,0.5,90
MOTILAL_OSWAL,2009-12-29,Motilal Oswal Nifty 200 Momentum 30 Index Fund Direct   Growth,160.2784,Other,2022-02-10,0.31,Index,10.8147,500,500,8.058,4.0870779752,25.5131079182,0.0,0.0,0.0,0.0,0.0,1.0,15
MIRAE_ASSET,2019-04-26,Mirae Asset Nifty SDL Jun 2027 Index Fund Direct   Growth,727.08475821,Other,2022-03-30,0.14,Index,10.5944,5000,0,6.102,0.5534600732,7.4407112623,0.0,0.0,0.0,0.0,0.0,0.0,0
Quantum,2005-09-19,Quantum Nifty 50 ETF FoF Direct   Growth,18.8458,Other,2022-08-05,0.06,FoF Overseas/Domestic,11.315,500,500,14.434,5.8917153248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MOTILAL_OSWAL,2009-12-29,Motilal Oswal S&P BSE Financials ex Bank 30 Index Fund Direct   Growth,5.5487,Other,2022-07-29,0.3,Index,11.5323,500,500,16.839,5.9437452396,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15
IDFC,1999-12-20,Bandhan Nifty100 Low Volatility 30 Index Fund Direct   Growth,7.3688,Other,2022-10-06,0.32,Index,11.6704,1000,100,16.382,4.8165426806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tata,1995-06-30,Tata CRISIL IBX Gilt Index   April 2026 Index Fund Direct   Growth,1076.73317922,Other,2022-09-30,0.11,Index,10.6375,5000,500,6.405,0.4797114177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KOTAK_MAHINDRA,1994-08-05,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Direct   Growth,453.8529,Other,2022-10-13,0.2,Index,10.6344,100,100,6.544,0.6689595223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tata,1995-06-30,Tata Nifty Midcap 150 Momentum 50 Index Fund Direct   Growth,94.98662483,Other,2022-10-20,0.32,Index,11.4172,5000,150,13.096,5.5187020088,0.0,0.0,0.0,0.0,0.0,0.0,0.25,90
Edelweiss,2008-04-30,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund Direct   Growth,98.5023,Other,2022-10-19,0.19,Index,10.6352,5000,500,6.454,0.4472541989,0.0,0.0,0.0,0.0,0.0,0.0,0.1,30
UTI,2002-11-14,UTI Gold ETF FoF Direct   Growth,78.3574,Other,2022-10-28,0.41088604861386147,FoF Overseas/Domestic,11.6165,5000,500,16.74,1.3922544447,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15
IDFC,1999-12-20,Bandhan Crisil IBX Gilt April 2026 Index Fund Direct   Growth,479.8531,Other,2022-10-20,0.15,Index,10.6212,1000,100,6.24,0.4700074709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Edelweiss,2008-04-30,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund Direct   Growth,208.7552,Other,2022-11-14,0.2,Index,10.629,5000,500,6.395,0.5139299581,0.0,0.0,0.0,0.0,0.0,0.0,0.1,30
RELIANCE,1995-06-30,Nippon India Nifty SDL Plus G Sec   Jun 2028 Maturity 70:30 Index Fund Direct   Growth,334.7556,Other,2022-11-24,0.2,Index,10.5201,1000,100,5.339,0.6131980859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Invesco,2006-07-24,Invesco India Focused 20 Equity Fund Direct   Growth,1728.3389,Equity,2020-09-30,0.63,Focused,16.95,1000,500,71.0,5.4254007398,17.1232876712,19.163763066202,0.0,0.0,0.0,0.0,1.0,365
ICICI_PRUDENTIAL,1993-10-12,ICICI Prudential ESG Fund Direct   Growth,1266.39580694,Equity,2020-10-09,0.9,Sectoral / Thematic,15.68,5000,100,57.3,5.4289544236,23.275862069,16.778025241276,0.0,0.0,0.0,0.0,1.0,360
RELIANCE,1995-06-30,Nippon India Nifty Smallcap 250 Index Fund Direct   Growth,501.7258,Other,2020-10-16,0.3,Index,22.3873,100,100,122.75,7.30595807,30.0448954095,23.795391643602,0.0,0.0,0.0,0.0,0.0,0
MIRAE_ASSET,2019-04-26,Mirae Asset Equity Allocator FoF Direct   Growth,491.57021546,Other,2020-09-21,0.03,FoF Overseas/Domestic,18.206,5000,1000,83.2,5.3236748304,21.0919426267,26.370973304821,0.0,0.0,0.0,0.0,0.05,5
DSP,1996-12-16,DSP Value Fund Direct   Growth,637.4829,Equity,2020-12-10,0.94,Value,15.286,100,100,51.66,4.809951624,19.8703762251,17.166254635352,0.0,0.0,0.0,0.0,1.0,360
Baroda,1994-11-24,Baroda BNP Paribas Banking & PSU Bond Fund Direct   Growth,35.7098,Debt,2020-12-17,0.39,Banking and PSU,11.0728,5000,500,10.789,0.5198882195,6.4951168871,8.248409821489,0.0,0.0,0.0,0.0,0.0,0
UNION_KBC,2009-12-30,Union Money Market Fund Direct   Growth,169.0214,Debt,2021-08-26,0.29,Money Market,1103.7154,5000,1000,10.22162,0.5686672165,6.6797973869,0.0,0.0,0.0,0.0,0.0,0.0,0
Axis,2009-09-04,Axis Global Equity Alpha FoF Direct   Growth,999.3257,Other,2020-09-24,0.44,FoF Overseas/Domestic,14.2015,5000,1000,41.694,3.7421337626,17.5250553331,9.110370159321,0.0,0.0,0.0,0.0,1.0,365
